Nom du commerce;Adresse;Code postal;Type de commerce;Fabriqué à Paris;Services;Description;Précisions;Site internet;Téléphone;Mail;geo_shape;geo_point_2d
de la neige en été;16, rue Villiers de l'Isle Adam;75020;Jouets - Jeux;non;Retrait de commandes en magasin;"Une boutique de cadeaux pour les enfants & les adultes !
Jeux & jouets, loisirs créatifs, maroquinerie, bijoux, décoration, etc.";;http://delaneigeenete.fr;09 70 98 53 15;click&collect@delaneigeenete.fr;"{""coordinates"": [2.3945384029330734, 48.86586542893084], ""type"": ""Point""}";48.86586542893084, 2.3945384029330734
Le SweetSpot;108 rue Mouffetard;75005;Autre;non;Livraisons à domicile, Retrait de commandes en magasin;En cette période de confinement nous proposons chaque semaine 3recettes de cookies faits maison ultra gourmands, à récupérer au SweetSpot à l'heure du goûter ou livrés directement chez vous à vélo! :);;http://www.lesweetspot.paris/eshop-cookies;;contact@lesweetspot.paris;"{""coordinates"": [2.349529763184091, 48.840916223557734], ""type"": ""Point""}";48.840916223557734, 2.349529763184091
Espace Clavel;20, rue CLAVEL;75019;Autre;non;Retrait de commandes en magasin;L'Espace Clavel - pop Up du 20, rue clavel -Paris 19è, accueille la brocante de Marcel, pour une durée indéterminée. Objets de déco, maison, linge, jouets anciens, vinyle, vêtements - chaussures, ...;;https://www.facebook.com/espace.clavel.7;06 20 35 41 94;espaceclavel@gmail.com;"{""coordinates"": [2.3836573766992797, 48.87579306327006], ""type"": ""Point""}";48.87579306327006, 2.3836573766992797
Trail And The City;48, rue Lecourbe;75015;Autre;non;Retrait de commandes en magasin;;;https://www.trailandthecity.com/;09 87 34 00 43;contact@trailandthecity.com;"{""coordinates"": [2.3072478004964734, 48.844065541102424], ""type"": ""Point""}";48.844065541102424, 2.3072478004964734
Levis institut;98 rue des dames;75017;Cosmétique;non;Livraisons à domicile, Retrait de commandes en magasin;Institut en plekn coeur du quartier des dames. Nous proposons des produits haut de gamme;;http://levisinstitut.com;01 46 06 01 23;Levisinstitut@gmail.com;"{""coordinates"": [2.3173536959151955, 48.882837302104555], ""type"": ""Point""}";48.882837302104555, 2.3173536959151955
Alexandre Joaillerie;37, Boulevard de la Tour-Maubourg;75007;Artisanat d'art;non;Retrait de commandes en magasin;Atelier de création de bagues de fiançailles sur mesure. Sur RDV uniquement. Bientôt un site de vente en ligne de bijoux neufs et d'occasion ainsi que de pierres précieuses sur papier.;;https://www.expertiserubis.com/;01 47 05 80 86;alexandrejoaillerie@gmail.com;"{""coordinates"": [2.3102983067554628, 48.85920675006725], ""type"": ""Point""}";48.85920675006725, 2.3102983067554628
L'instant Créole aux Kiosques Éthiques;149 bd de la Villette;75019;Restaurant ou traiteur;non;Livraisons à domicile, Retrait de commandes en magasin;Cuisine Créole savoureuse et fait maison.;;;06 63 48 07 88;syerro@gmail.com;"{""coordinates"": [2.3704170896702172, 48.87996099295039], ""type"": ""Point""}";48.87996099295039, 2.3704170896702172
La tonnelle;159 avenue d italie;75013;Alimentation générale et produits de première nécessité;non;Livraisons à domicile;;;;06 16 15 35 16;;"{""coordinates"": [2.3595931743697007, 48.819641515459644], ""type"": ""Point""}";48.819641515459644, 2.3595931743697007
Cuistou;52 rue Popincourt;75011;Alimentation générale et produits de première nécessité;non;Livraisons à domicile;;;https://cuistou.fr;;;"{""coordinates"": [2.3756882002613744, 48.86005396465129], ""type"": ""Point""}";48.86005396465129, 2.3756882002613744
Caves Bardou;124 RUE DU FAUBOURG SAINT DENIS;75010;Caviste - Brasserie;non;Livraisons à domicile;Paiement à la commande par vente à distance.;;;01 40 34 31 83;contact@cavesbardou.com;"{""coordinates"": [2.356325644648156, 48.876699958479556], ""type"": ""Point""}";48.876699958479556, 2.356325644648156
La Boutique MOSO;105 rue Raymond Losserand;75014;Alimentation générale et produits de première nécessité;non;Livraisons à domicile;Produits d'hygiène et cosmétiques naturels et BIO;;https://www.laboutiquemoso.fr/;;service-client@laboutiquemoso.fr;"{""coordinates"": [2.316557744895226, 48.833041548789524], ""type"": ""Point""}";48.833041548789524, 2.316557744895226
Aux volailles d’aligre;PLACE D’ALIGRE;75012;Boucherie - charcuterie - rôtisserie;non;Livraisons à domicile;Volailles rôtisserie;;;06 19 58 24 09;;"{""coordinates"": [2.378789612115584, 48.84900118373443], ""type"": ""Point""}";48.84900118373443, 2.378789612115584
Paris Hanoï Little Hanoi;09 rue Mont Louis;75011;Restaurant ou traiteur;non;Livraisons à domicile;Livraisons via Deliveroo, Uber Eats et Glovo.;;https://www.parishanoi.fr;01 46 59 01 40;parishanoi96@gmail.com;"{""coordinates"": [2.388244766780045, 48.85822779411064], ""type"": ""Point""}";48.85822779411064, 2.388244766780045
Monoprix;340, rue de Vaugirard;75015;Alimentation générale et produits de première nécessité;non;Livraisons à domicile;;;;156239060;;"{""coordinates"": [2.2948399660478285, 48.83660887472394], ""type"": ""Point""}";48.83660887472394, 2.2948399660478285
Vinalliance;93 rue Didot;75014;Caviste - Brasserie;non;Livraisons à domicile;Egalement produits d'épicerie fine (huiles, vinaigres, conserves, confitures et sirops artisanaux...);;;01 45 42 10 78;;"{""coordinates"": [2.316733880232377, 48.82874699660365], ""type"": ""Point""}";48.82874699660365, 2.316733880232377
L’ardoise à fromage;15 rue de charonne;75011;Fromagerie;non;Livraisons à domicile;;;https://lardoiseafromage.com;06 88 01 82 38;lardoiseafromage@gmail.com;"{""coordinates"": [2.374467607029431, 48.852949764874076], ""type"": ""Point""}";48.852949764874076, 2.374467607029431
La petite vache de Louis;Marché de bastille;75011;Fromagerie;non;Livraisons à domicile;;;;07 71 35 09 34;Lapetitevachedelouis.karine@gmail.com;"{""coordinates"": [2.3695938880114116, 48.85423467358265], ""type"": ""Point""}";48.85423467358265, 2.3695938880114116
call of eat (food trouble maker）;68 rue du faubourg montmartre;75009;Restaurant ou traiteur;non;Livraisons à domicile;ubereats delivero justeat;;;01 42 06 38 71;nianqin@yahoo.fr;"{""coordinates"": [2.339840137493775, 48.8764513957864], ""type"": ""Point""}";48.8764513957864, 2.339840137493775
Aprium Pharmacie Montparnasse;1 RUE D'ODESSA - 3 RUE DU DEPART;75014;Pharmacies et parapharmacies;non;Livraisons à domicile;;;https://montparnasse.aprium-pharmacie.fr/aprium-express;01 43 20 70 22;;"{""coordinates"": [2.3244581568622142, 48.843250398260814], ""type"": ""Point""}";48.843250398260814, 2.3244581568622142
Eric Kayser;18 rue du Bac;75007;Boulangerie - pâtisserie;non;Livraisons à domicile;;;https://www.maison-kayser.com/fr/boulangeries/100001008-bac.html;01 42 61 27 63;;"{""coordinates"": [2.3282998419784953, 48.85832159171197], ""type"": ""Point""}";48.85832159171197, 2.3282998419784953
Ladurée;14 Rue de Bretagne;75003;Boulangerie - pâtisserie;non;Livraisons à domicile;Pâtisseries;;https://www.epicery.com/epiceries/laduree;;RGARNIER@laduree.com;"{""coordinates"": [2.3628968035729594, 48.862824467779895], ""type"": ""Point""}";48.862824467779895, 2.3628968035729594
Delitaly;1 Square Delambre;75014;Épicerie fine;non;Livraisons à domicile;Traiteur italien, Antipasti, fromages , charcuterie, plats , pizzas , desserts fait maison et une grande sélections de vins;;;01 43 35 22 06;delitaly14@free.fr;"{""coordinates"": [2.327368247138753, 48.841459879007914], ""type"": ""Point""}";48.841459879007914, 2.327368247138753
L'Oeuf Cube;24 rue Linné;75005;Presse et papeterie;non;Livraisons à domicile;Vente de jeux de société, jeux de cartes et jeux de rôles;;https://www.oeufcube.com/;01 45 87 28 83;vpc_oeufcube@orange.fr;"{""coordinates"": [2.35477903436117, 48.845570147414115], ""type"": ""Point""}";48.845570147414115, 2.35477903436117
Ambassade de Bourgogne;6 rue de l'Odéon;75006;Caviste - Brasserie;non;Livraisons à domicile;"Ouvert 7/7j, de 11 h à 18 h. 
Livraisons possibles sur tout Paris. Expéditions sur Paris , province  et international.";;http://www.ambassadedebourgogne.com/media/catalog/lists/Livre_de_cave_ambassade_de_bourgogne.pdf;06 03 69 99 29;contact@ambassadedebourgogne.com;"{""coordinates"": [2.3385884757787525, 48.851309337271196], ""type"": ""Point""}";48.851309337271196, 2.3385884757787525
Alimentation wgram;138 avenue de Wagram;75017;Alimentation générale et produits de première nécessité;non;Livraisons à domicile;;;;06 25 36 75 77;rajaehaoud@hotmail.fr;"{""coordinates"": [2.3040045697133107, 48.8857649481855], ""type"": ""Point""}";48.8857649481855, 2.3040045697133107
Charles Chocolatier;15 Rue Montorgueil;75001;Boulangerie - pâtisserie;non;Livraisons à domicile;Chocolat;;https://www.epicery.com/epiceries/charles-chocolatier;;contact@charleschocolatier.fr;"{""coordinates"": [2.346371528825118, 48.86376783861368], ""type"": ""Point""}";48.86376783861368, 2.346371528825118
Les Belles Envies - Poncelet;17 rue Poncelet;75017;Boulangerie - pâtisserie;non;Livraisons à domicile;Chocolat;;https://www.epicery.com/epiceries/les-belles-envies-poncelet;;eric.bernardino@lesbellesenvies.com;"{""coordinates"": [2.297001748635333, 48.87918055648196], ""type"": ""Point""}";48.87918055648196, 2.297001748635333
L'olivier primeur;348 Rue Saint-Jacques;75005;Primeur;non;Livraisons à domicile;Fruits, Légumes;;https://www.epicery.com/epiceries/olivier-primeur;;omar-cappo94@hotmail.fr;"{""coordinates"": [2.33979046806908, 48.839191026741254], ""type"": ""Point""}";48.839191026741254, 2.33979046806908
Odette rue Galande;77 rue galande;75005;Boulangerie - pâtisserie;non;Livraisons à domicile;Pâtisseries;;https://www.epicery.com/epiceries/odette-galande;;fberthy@odette-paris.com;"{""coordinates"": [2.346508659000391, 48.85204779485868], ""type"": ""Point""}";48.85204779485868, 2.346508659000391
Boucherie Aux Cloches Vertes Bio;76 rue de Maubeuge;75009;Boucherie - charcuterie - rôtisserie;non;Livraisons à domicile;Bio, Charcuterie;;https://www.epicery.com/epiceries/aux-cloches-vertes;;hamidmess@orange.fr;"{""coordinates"": [2.3478764503945353, 48.87910583988787], ""type"": ""Point""}";48.87910583988787, 2.3478764503945353
Crèmerie Rochechouart La Ferme St-Hubert;36 rue de Rochechouart;75009;Fromagerie;non;Livraisons à domicile;Fromage;;https://www.epicery.com/epiceries/cremerie-rochechouart-la-ferme-saint-hubert;;voyantoine@gmail.com;"{""coordinates"": [2.345539294370227, 48.87892067294191], ""type"": ""Point""}";48.87892067294191, 2.345539294370227
Traiteur Cacher Douieb;11 bis rue Geoffroy et Marie;75009;Boucherie - charcuterie - rôtisserie;non;Livraisons à domicile;Cacher;;https://www.epicery.com/epiceries/douieb;;douiebrichard@yahoo.fr;"{""coordinates"": [2.344313413698806, 48.873787405292624], ""type"": ""Point""}";48.873787405292624, 2.344313413698806
STÉRÉO;43 Rue Notre Dame de Lorette;75009;Caviste - Brasserie;non;Livraisons à domicile;Ouverture du mardi au samedi de 16h à 20h. Livraison 7/7 à Paris et en banlieue, sans frais ! Carte en ligne. Commande en MP via Insta @stereoparis;;https://www.stereoparis.com;01 42 81 13 87;;"{""coordinates"": [2.336086709209967, 48.87950892606302], ""type"": ""Point""}";48.87950892606302, 2.336086709209967
Baiddya;27 bd saint Martin;75003;Alimentation générale et produits de première nécessité;non;Livraisons à domicile;;;;07 55 94 84 72;susantabaiddya44.sb@gmail.com;"{""coordinates"": [2.359033529344317, 48.86828658472266], ""type"": ""Point""}";48.86828658472266, 2.359033529344317
AH LA POMPE A BIERE;7 RUE DUVERGIER;75019;Caviste - Brasserie;non;Livraisons à domicile;Cave à bière;;https://www.facebook.com/ahlapompeabiere;07 83 29 05 52;alpabiere@hotmail.fr;"{""coordinates"": [2.377282583960167, 48.88913245329585], ""type"": ""Point""}";48.88913245329585, 2.377282583960167
Epicerie so fine;158 Avenue Daumesnil;75012;Épicerie fine;non;Livraisons à domicile;Chocolat;;https://www.epicery.com/epiceries/epicerie-so-fine;;epiceriesofine@orange.fr;"{""coordinates"": [2.392905647176478, 48.84009195317899], ""type"": ""Point""}";48.84009195317899, 2.392905647176478
Boucherie Aurélien 14ème;67 Avenue du Général Leclerc;75014;Boucherie - charcuterie - rôtisserie;non;Livraisons à domicile;;;https://www.epicery.com/epiceries/boucherie-aurelien-leclerc;;lorenzo.thomas@orange.fr;"{""coordinates"": [2.3278759624422545, 48.82867149099195], ""type"": ""Point""}";48.82867149099195, 2.3278759624422545
Cul de cochon Saint-Charles;89 Rue Saint-Charles;75015;Boucherie - charcuterie - rôtisserie;non;Livraisons à domicile;Charcuterie;;https://www.epicery.com/epiceries/cul-de-cochon-saint-charles;;contact@culdecochon.com,ac@culdecochon.com;"{""coordinates"": [2.2854371640552604, 48.84639369149905], ""type"": ""Point""}";48.84639369149905, 2.2854371640552604
Au Jardin des Dames;1, rue Truffaut;75017;Primeur;non;Livraisons à domicile;Bio;;https://www.epicery.com/epiceries/au-jardin-des-dames;;benharzallahanis@live.fr;"{""coordinates"": [2.323320137117917, 48.8843266670105], ""type"": ""Point""}";48.8843266670105, 2.323320137117917
Boucherie Roger;3 Rue Poncelet;75017;Boucherie - charcuterie - rôtisserie;non;Livraisons à domicile;Charcuterie, Poulet rôti;;https://www.epicery.com/epiceries/boucherie-roger;;viandes.franchi@wanadoo.fr;"{""coordinates"": [2.2959363315502133, 48.87866431197427], ""type"": ""Point""}";48.87866431197427, 2.2959363315502133
Gramme;86 rue des archives;75003;Restaurant ou traiteur;non;Livraisons à domicile;;;http://www.grammeparis.fr;07 82 06 43 06;grammeparis@gmail.com;"{""coordinates"": [2.3605582374561545, 48.86317389561579], ""type"": ""Point""}";48.86317389561579, 2.3605582374561545
Poissonnerie Collachot;262 Bis Rue des Pyrénées;75020;Poissonnerie;non;Livraisons à domicile;Plateaux de fruits de mer, Poisson;;https://www.epicery.com/epiceries/poissonnerie-collachot;;poissonneriedcollachot@gmail.com;"{""coordinates"": [2.395111645831246, 48.86942591474821], ""type"": ""Point""}";48.86942591474821, 2.395111645831246
Le Repaire de Bacchus;75 rue des Morillons;75015;Caviste - Brasserie;non;Livraisons à domicile;"Paiement CB
Minimum 6 bouteilles";;;01 72 63 68 76;Morillons@lerepairedebacchus.com;"{""coordinates"": [2.3028324163182385, 48.83223659044399], ""type"": ""Point""}";48.83223659044399, 2.3028324163182385
Antunes victor;Avenue de Versailles;75016;Primeur;non;Livraisons à domicile;Fruits et légumes BIOLOGIQUES;;;06 08 65 00 22;victorprimeur@aol.com;"{""coordinates"": [2.2731387201105524, 48.846846651481506], ""type"": ""Point""}";48.846846651481506, 2.2731387201105524
Marré et pêche;70 Avenue Michel bizot;75012;Poissonnerie;non;Livraisons à domicile;;;;06 88 12 20 56;Tarekgdaiem@gmail.com;"{""coordinates"": [2.4025436585995514, 48.83579589793203], ""type"": ""Point""}";48.83579589793203, 2.4025436585995514
Traiteur Italien Mercato;85 Bis Boulevard de Magenta;75010;Boucherie - charcuterie - rôtisserie;non;Livraisons à domicile;Charcuterie;;https://www.epicery.com/epiceries/traiteur-italien-mercato;;nebil.eren@hotmail.fr;"{""coordinates"": [2.3551906698071297, 48.876974681078885], ""type"": ""Point""}";48.876974681078885, 2.3551906698071297
Bounabi Fruits;Rue d'Aligre;75012;Primeur;non;Livraisons à domicile;;;https://www.maisonbounabi.fr/;;bonaprimeur@gmail.com;"{""coordinates"": [2.3782404663741827, 48.84912945356176], ""type"": ""Point""}";48.84912945356176, 2.3782404663741827
Torréfaction Guiraud;21 bd de Reuilly;75012;Épicerie fine;non;Livraisons à domicile;Café, thé, chocolat et épices;;;;pascal.guiraud@9business.fr;"{""coordinates"": [2.391600755073151, 48.83938369326333], ""type"": ""Point""}";48.83938369326333, 2.391600755073151
Boucherie Lebrec;100 Rue du Théâtre;75015;Boucherie - charcuterie - rôtisserie;non;Livraisons à domicile;Charcuterie;;https://www.epicery.com/epiceries/boucherie-lebrec;;ayalebrec@gmail.com;"{""coordinates"": [2.293942912215445, 48.846587235996424], ""type"": ""Point""}";48.846587235996424, 2.293942912215445
LES RÉCUPÉRBALES;11 RUE DES GARDES;75018;Autre;non;Retrait de commandes en magasin;Les Récupérables est une marque d'upcycling qui propose des créations mode entièrement réalisée en France.;;https://www.lesrecuperables.com;06 68 27 68 00;anais@lesrecuperables.com;"{""coordinates"": [2.3527429228615384, 48.88558697266914], ""type"": ""Point""}";48.88558697266914, 2.3527429228615384
Le Comptoir du Caviar;23 boulevard Malesherbes;75008;Épicerie fine;non;Livraisons à domicile;Caviar;;https://www.epicery.com/epiceries/comptoir-caviar;;evelyne.dambreville@lecomptoirducaviar.com;"{""coordinates"": [2.321417466554511, 48.87227871951028], ""type"": ""Point""}";48.87227871951028, 2.321417466554511
Fromagerie Saisons;30 rue du Grenier Saint Lazare;75003;Fromagerie;non;Livraisons à domicile;;;https://www.saisons-paris.fr;07 84 06 40 03;saisons-paris@hotmail.com;"{""coordinates"": [2.3530298596834296, 48.8631332131992], ""type"": ""Point""}";48.8631332131992, 2.3530298596834296
